"clean_comment";"label"
"without changing bytebuffer remaining copy to outputstream";"IRRE"
"buf position could be later than buf limit due to after read the last byte position will still move to next but it s now larger than limit";"TASK"
"after finish writes all through conduit it will reach here at this time we put response info";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"check the config to see if this handler is enabled";"CODE"
"response is always application json";"CODE"
"get the query parameters from the exchange";"CODE"
"check if client credentials in the list";"CODE"
"clientid and clientsecret are not in the body but in the authorization header";"CODE"
"missing credentials";"-"
"get a jwt token from the real oauth 2 0 provider";"CODE"
"resmap put expires in jwt getexpire system currenttimemillis 1000 milliseconds to seconds";"CODE"
"generate a dummy token just to complete the consumer workflow without code change";"CODE"
"response is always application json";"CODE"
"application json and x www form urlencoded and form data are supported";"CODE"
"only the following three content types are supported";"-"
"check if client credentials in the list";"CODE"
"clientid and clientsecret are not in the body but in the authorization header";"CODE"
"missing credentials";"-"
"get a jwt token from the real oauth 2 0 provider";"CODE"
"resmap put expires in jwt getexpire system currenttimemillis 1000 milliseconds to seconds";"CODE"
"generate a dummy token just to complete the consumer workflow without code change";"CODE"
"disable the hostname verification based on the config we need to do it here as the loadbalancingrouterproxyclient uses the undertow httpclient";"CODE"
"as we are building a client side router for the light platform the assumption is the server will";"CODE"
"be on http 2 0 tsl always no need to handle http 1 1 case here";"CODE"
"if service url is in the header we don t need to do the service discovery with serviceid";"CODE"
"at this moment we don t have a way to reliably determine the endpoint";"CODE"
"if service url is in the header we don t need to do the service discovery with serviceid";"CODE"
"now find the mapped serviceid from the mapping";"CODE"
"couldn t find auditinfo object in exchange attachment";"IRRE"
"check if there is a bear token in the authorization header in the request if this";"CODE"
"is one then this must be the subject token that is linked to the original user";"TASK"
"we will keep this token in the authorization header but create a new token with";"CODE"
"client credentials grant type with scopes for the particular client can we just";"CODE"
"assume that the subject token has the scope already";"CODE"
"in case to trace where the status is created enable the trace level logging to diagnose";"IRRE"
"at this moment we don t have a way to reliably determine the endpoint";"CODE"
"cached jwt token for this handler on behalf of a client by serviceid as the key";"CODE"
"this handler must be put after the prefix or dict handler so that the serviceid is";"TASK"
"readily available in the header resolved by the path or the endpoint from the request";"CODE"
"this handler will only work with a list of applied path prefixes in the token yml config file";"CODE"
"this handler should be before the router and after the handler to resolve the serviceid from path";"CODE"
"or endpoint like the pathprefixservicehandler or servicedicthandler";"CODE"
"check if there is a bear token in the authorization header in the request if there";"CODE"
"is one then this must be the subject token that is linked to the original user";"TASK"
"we will keep this token in the authorization header but create a new token with";"CODE"
"client credentials grant type with scopes for the particular client can we just";"CODE"
"assume that the subject token has the scope already";"CODE"
"logger trace authorization header is used with token length 10 token substring 0 10 token it could be basic";"CODE"
"get a new token if cachedjwt is null or the jwt is about expired";"CODE"
"cachedjwt new jwt key create a new instance if the cache is empty for the serviceid";"CODE"
"get the right client credentials configuration based on the serviceid";"CODE"
"put the cachedjwt to the cache";"-"
"the cached jwt is not null and still valid";"TASK"
"if there is only one entry duplicated to ensure that retry will be enabled";"CODE"
"hosts remove key";"-"
"give it second chance for service discovery again when problem occurs";"CODE"
"get serviceid env tag and hash key from header";"CODE"
"remove the header here in case the downstream service is another light router instance";"CODE"
"if serviceurl null headers remove httpstringconstants service url";"CODE"
"if serviceid null headers remove httpstringconstants service id";"CODE"
"if the serviceid doesn t exist in the header check if there is one in the query parameter";"CODE"
"also remove it from the query parameters to ensure that the downstream call doesn t have it";"CODE"
"it is for legacy client that is easy to manipulate the query parameters than headers";"CODE"
"this must be the first this service is called since the router is started discover here";"CODE"
"final int starthost host if the all hosts have problems we come back to this one";"CODE"
"inject the jaeger tracer";"-"
"injecttracer exchange selected";"CODE"
"inject the jaeger tracer";"-"
"injecttracer exchange full";"-"
"no available hosts";"-"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"mock cached jwt";"-"
"cachedjwt setexpire currenttime 60000 token expires in 60 seconds";"IRRE"
"call the method";"IRRE"
"verify the result";"IRRE"
"call the method";"IRRE"
"verify the result";"IRRE"
"assert assertnull tokenhandler cache get serviceid verify cache is not updated";"CODE"
"config should contain token config values";"IRRE"
"config should not contain proxy settings";"IRRE"
"send message";"CODE"
"create the message part";"IRRE"
"now set the actual message";"IRRE"
"create a multipar message";"IRRE"
"set text message part";"IRRE"
"part two is attachment";"-"
"send the complete message parts";"CODE"
"send message";"CODE"
"json format";"CODE"
"comma separated";"-"
"nested handlers or even servlet filters may implement logic to decode encoded request data";"CODE"
"since the data is no longer encoded we remove the encoding header";"OUTD"
"json format";"CODE"
"comma separated";"-"
"handler chain for the encode path";"CODE"
"handler chain for the decode path";"CODE"
"httpget get new httpget http localhost 7080 encode";"CODE"
"httppost post new httppost http localhost 7080 decode";"CODE"
"dispatch here to make sure that all exceptions will be capture in this handler";"CODE"
"otherwise some of the exceptions will be captured in connectors class in undertow";"CODE"
"as we ve updated server java to redirect the logs to slf4j but still it make sense";"TASK"
"to handle the exception on our excpetionhandler";"CODE"
"these two lines of code should be placed here to avoid the log being printed twice";"CODE"
"when switching from the io thread to the worker thread";"CODE"
"handle exceptions";"CODE"
"check if it is frameworkexception which is subclass of runtimeexception";"CODE"
"at last clean the mdc most likely correlationid in side";"TASK"
"logger debug clear mdc";"-"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"if the request is not complete terminate the request channel";"CODE"
"json format";"CODE"
"comma separated";"-"
"add additional handlers to the handlers if exist";"TASK"
"json format";"CODE"
"comma separated";"-"
"json format";"CODE"
"comma separated";"-"
"json format";"CODE"
"the object is a list of map we need convert it to pathprefixauth object";"IRRE"
"add additional paths to the paths if exist";"TASK"
"json format";"CODE"
"the object is a list of map we need convert it to pathprefixauth object";"IRRE"
"json format";"CODE"
"the map value can be a list of string or a json of list of string need to convert into list of string";"CODE"
"convert to list of strings";"CODE"
"json format";"CODE"
"comma separated";"-"
"do nothing";"CODE"
"add additional chains to the chains if exist";"TASK"
"json format";"CODE"
"convert to list of strings";"CODE"
"json format";"CODE"
"comma separated";"-"
"do nothing";"CODE"
"make sure that the string has two parts and the first part can be compiled to a pattern";"CODE"
"public static final int max content size 16 1024 config getmaxbuffers 16kb maxbuffers";"CODE"
"rc rewind";"-"
"very important i lost a day for this";"CODE"
"clean up remaining destination buffers";"TASK"
"clean up remaining destination buffers";"TASK"
"clean up remaining destination buffers";"TASK"
"accessed directly";"-"
"each handler keyed by a name";"-"
"this is the last handler that need to be called when orchestratorhandler is injected into the beginning of the chain";"CODE"
"initialize handlers";"IRRE"
"handler is a fully qualified class name with a default constructor";"CODE"
"add the chains to the handler list by id list";"TASK"
"pathchain validate handlerconfig config name config raises exception on misconfiguration";"CODE"
"use a random integer as the id for a given path";"CODE"
"flatten out the execution list from a mix of middleware chains and handlers";"CODE"
"if a matcher already exists for the given type at to that instead of";"CODE"
"creating a new one";"CODE"
"return to current flow";"IRRE"
"check if we ve reached the end of the chain";"CODE"
"get the matcher corresponding to the current request type";"CODE"
"match the current request path to the configured paths";"CODE"
"found a match configure and return true";"IRRE"
"add path variables to query params";"CODE"
"the values shouldn t be added to query param but this is left as it was to keep backward compatability";"IRRE"
"put values in path param map";"IRRE"
"check if defaulthandlers is empty";"IRRE"
"register the middleware handler if it is enabled";"-"
"split the class name and its label if defined";"CODE"
"create an instance of the handler";"IRRE"
"if i don t have a then no name is provided use the class as the name";"IRRE"
"else if stringnamesplit length 1 found a use that as the name and";"IRRE"
"exposed for testing only";"IRRE"
"handler can save errors and stack traces for auditing default false";"CODE"
"the reason we are not using the auditconfig is to avoid the dependency on audit module";"CODE"
"there is no entry in status yml for this particular error code";"CODE"
"there is no entry in status yml for this particular error code";"CODE"
"wrap default status into custom status if the implementation of statuswrapper was provided";"TASK"
"in case to trace where the status is created enable the trace level logging to diagnose";"IRRE"
"in normal case the auditinfo shouldn t be null as it is created by openapihandler with";"CODE"
"endpoint and openapioperation available this handler will enrich the auditinfo";"CODE"
"save info for auditing purposes in case of an error";"CODE"
"there is no matching path method combination check if there are defaulthandlers defined";"CODE"
"json format";"CODE"
"comma separated";"-"
"no need to inject the content for the body just call the interceptors here";"CODE"
"if there are any error and one of the interceptor response the error to the caller we don t need to call the next";"IRRE"
"comma separated";"-"
"of the response buffering it if any interceptor resolvers the request";"CODE"
"and requires the content from the backend";"CODE"
"check if the request has a header accept encoding with gzip and deflate";"CODE"
"load the interceptors from the service yml";"CODE"
"load the interceptors from the service yml";"CODE"
"close the current buffer pool";"IRRE"
"need also to update length of serverfixedlengthstreamsinkconduit";"CODE"
"should we do this for anything that extends abstractfixedlengthstreamsinkconduit";"CODE"
"resetting handlerconfig to default config before each test run";"CODE"
"reconfigure path chain with an invalid path in the middle";"OUTD"
"use expectthrows when porting to java5";"CODE"
"not adding exception to test since we care where the exception is thrown";"CODE"
"handle all request header";"CODE"
"handle all response header";"CODE"
"handler per path prefix header if configured";"CODE"
"handle the request header for the request path";"CODE"
"add response header manipulation after the response is ready to send back";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"defaultvalue http localhost 8081";"CODE"
"description down stream api host http localhost is the default when used with http sidecar and kafka sidecar";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"retrying in case of concurrent reads on the same key";"CODE"
"generate value first to prevent size inconsistency";"IRRE"
"1xx informational";"CODE"
"2xx success";"-"
"3xx redirection";"-"
"4xx client error";"CODE"
"5xx server error";"-"
"not using valueof to avoid static init cost";"CODE"
"avoid using java util stream stream in hot paths";"CODE"
"variable names refer to rfc 2616 section 2 2";"IRRE"
"rely on default serialization just initialize state after deserialization";"IRRE"
"initialize transient fields";"IRRE"
"else if mimetype1 gettype equals mimetype2 gettype audio basic text html";"-"
"else mediatype1 gettype equals mediatype2 gettype";"-"
"not using parsemimetype to avoid static init cost";"CODE"
"do not cache multipart mime types with random boundaries";"IRRE"
"java net httpurlconnection returns a q 2 accept header";"CODE"
"static builder methods";"CODE"
"static builder methods";"CODE"
"iterate over the parameter names and values";"IRRE"
"for simplicity only consider the first value if there are multiple values";"IRRE"
"the key to the root span for this particular request attachment in exchange";"CODE"
"public static final attachmentkey span root span attachmentkey create span class";"CODE"
"public static final attachmentkey tracer exchange tracer attachmentkey create tracer class";"CODE"
"the key to the audit info attachment in exchange allow other handlers to set values";"IRRE"
"headers";"CODE"
"todo rename mutableurl";"TASK"
"parameters";"IRRE"
"return regexutils replacepattern url 1";"CODE"
"b append";"CODE"
"if no scheme host port leave the path as is";"-"
"any characters that are not one of the following are";"CODE"
"percent encoded including spaces";"-"
"a z a z 0 9 amp";"-"
"space to plus sign";"-"
"valid keep it as is";"-"
"invalid encode it";"OUTD"
"relative to protocol";"-"
"if relurl startswith";"-"
"return stringutils substringbefore baseurl";"CODE"
"stringutils substringafter relurl";"CODE"
"relative to domain name";"CODE"
"relative to full full page url minus or";"-"
"this is a relative url and should have the full page base";"CODE"
"relative to last directory segment";"CODE"
"if relurl contains";"-"
"this is a url relative to the last url segment";"CODE"
"not detected as relative so return as is";"IRRE"
"check it is a valid url";"-"
"there is a path so do nothing";"CODE"
"bulleted comments are from rfc3986 section 5 2 4";"CODE"
"1 the input buffer is initialized with the now appended path";"CODE"
"components and the output buffer is initialized to the empty";"IRRE"
"string";"CODE"
"2 while the input buffer is not empty loop as follows";"CODE"
"a if the input buffer begins with a prefix of or";"CODE"
"then remove that prefix from the input buffer otherwise";"CODE"
"b if the input buffer begins with a prefix of or";"CODE"
"where is a complete path segment then replace that";"CODE"
"prefix with in the input buffer otherwise";"CODE"
"c if the input buffer begins with a prefix of or";"CODE"
"where is a complete path segment then replace that";"CODE"
"prefix with in the input buffer and remove the last";"CODE"
"segment and its preceding if any from the output";"IRRE"
"buffer otherwise";"-"
"d if the input buffer consists only of or then remove";"CODE"
"that from the input buffer otherwise";"CODE"
"e move the first path segment in the input buffer to the end of";"CODE"
"the output buffer including the initial character if";"IRRE"
"any and any subsequent characters up to but not including";"META"
"the next character or the end of the input buffer";"CODE"
"3 finally the output buffer is returned as the result of";"IRRE"
"remove dot segments";"OUTD"
"does it have query parameters";"CODE"
"it does so proceed";"CODE"
"extract and remove any fragments";"-"
"sort it so that query string are in order";"CODE"
"does it have query parameters";"CODE"
"it does so proceed";"CODE"
"is alpha a za z";"-"
"is digit 0 9";"-"
"is hyphen period underscore tilde";"-"
"private final string absurl https www example com a b c html blah";"CODE"
"before";"CODE"
"public void before";"CODE"
"logger logger logger getrootlogger";"-"
"logger setlevel level debug";"IRRE"
"logger setadditivity false";"TASK"
"logger addappender new consoleappender";"CODE"
"new patternlayout 5p c 1 m n";"CODE"
"consoleappender system out";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"www relative com e f html";"-"
"t https www relative com e f html";"CODE"
"t https www example com e f html";"CODE"
"t https www example com a b c html name john";"CODE"
"t https www example com a b g html";"CODE"
"http www sample com xyz html";"CODE"
"t http www sample com xyz html";"CODE"
"test for issue https github com norconex collector http issues 225";"CODE"
"http www sample com";"CODE"
"t http www sample com xyz html";"CODE"
"http www example com blah";"CODE"
"t http www example com blah";"CODE"
"http www example com 80 blah";"CODE"
"t http www example com blah";"CODE"
"http www example com 81 blah";"CODE"
"t http www example com 81 blah";"CODE"
"https www example com blah";"CODE"
"t https www example com blah";"CODE"
"https www example com 443 blah";"CODE"
"t https www example com blah";"CODE"
"https www example com 444 blah";"CODE"
"t https www example com 444 blah";"CODE"
"ftp ftp example com dir";"-"
"t ftp ftp example com dir";"-"
"ftp ftp example com 20 dir";"-"
"t ftp ftp example com 20 dir";"-"
"http www example com path";"CODE"
"t http www example com 22path 22";"CODE"
"http www example com path";"CODE"
"t http www example com path";"CODE"
"encode non uri characters";"CODE"
"file etc some dir my file txt";"CODE"
"t file etc some 20dir my 20file txt";"CODE"
"file dir another dir path";"-"
"t file dir another dir path";"-"
"file localhost c windows txt";"CODE"
"t file localhost c windows c3 a9 c3 a0 txt";"CODE"
"file c windows file txt";"CODE"
"t file c windows file txt";"CODE"
"t file c windows file txt";"CODE"
"this tests issue https github com norconex collector http issues 304";"CODE"
"http site com page noequals withequals equalsvalue";"IRRE"
"https www example org 0 1 7ea b c d e f g";"CODE"
"h i j k l m n o p q r cc dd ee bb aa";"-"
"t http example org 1 a b c 5cd 7ce f g 20h 5ei 5ej 5bk 5d l";"CODE"
"system out println original s";"CODE"
"system out println tostring n tostring";"CODE"
"system out println tourl n tourl";"CODE"
"system out println touri n touri";"CODE"
"string t1 http example org 1 a b c 5cd 7ce f g 20h 5ei 5ej 5bk 5d l";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com blah";"CODE"
"t http www example com blah";"CODE"
"http www example com blah path";"CODE"
"t http www example com blah path";"CODE"
"http www example com param1 value1 param2 value2";"IRRE"
"t http www example com param1 value1 param2 value2";"IRRE"
"http www example com param1 value1 param2 value2";"IRRE"
"t http www example com param1 value1 param2 value2";"IRRE"
"http www example com hash";"CODE"
"t http www example com hash";"CODE"
"http www example com hash";"CODE"
"t http www example com hash";"CODE"
"http www example com l ve s rie 0 0";"CODE"
"t http www example com c3 a9l c3 a8ve s c3 a9rie 0 c3 a90 c3 a8";"CODE"
"http www example com a b c d e";"CODE"
"t http www example com 5ea 20 5bb 5d c d e";"CODE"
"test for https github com norconex collector http issues 294";"CODE"
"was failing when http was uppercase";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com a b c d e f g";"CODE"
"t http www example com a 20b 20c d e f g";"CODE"
"http www example com hello html";"CODE"
"t http www example com hello html";"CODE"
"http www example com a c2 b1b";"CODE"
"t http www example com a c2 b1b";"CODE"
"alpha 41 5a and 61 7a digit 30 39 hyphen 2d";"CODE"
"period 2e underscore 5f or tilde 7e";"CODE"
"http www example com 41 42 59 5aalpha";"CODE"
"t http www example com abyzalphaabyz digit0189";"CODE"
"http www example com 80 bar html";"IRRE"
"t http www example com bar html";"IRRE"
"https www example com 443 bar html";"IRRE"
"t https www example com bar html";"IRRE"
"http www example com bar html";"IRRE"
"t http www example com bar html";"IRRE"
"http www example com 7080 bar html";"IRRE"
"t http www example com 7080 bar html";"IRRE"
"http www example com 80";"CODE"
"t http www example com";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com bar 80";"IRRE"
"t http www example com bar 80";"IRRE"
"http www example com alice";"CODE"
"t http www example com alice";"CODE"
"http www example com alice html";"CODE"
"t http www example com alice html";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com blah param value";"IRRE"
"t http www example com blah param value";"IRRE"
"http www example com blah param value";"IRRE"
"t http www example com blah param value";"IRRE"
"this one is for http collector github issue 163";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com alice";"CODE"
"t http www example com alice";"CODE"
"http www example com alice html";"CODE"
"t http www example com alice html";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com blah param value";"IRRE"
"t http www example com blah param value";"IRRE"
"http www example com blah param value";"IRRE"
"t http www example com blah param value";"IRRE"
"http www example com blah value";"IRRE"
"t http www example com blah value";"IRRE"
"http www example com blah value";"IRRE"
"t http www example com blah value";"IRRE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com blah";"CODE"
"t http www example com blah";"CODE"
"http www example com blah whatever";"CODE"
"t http www example com blah whatever";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com a b c d html";"CODE"
"t http www example com a c d html";"CODE"
"http www example com a b c d html";"CODE"
"t http www example com c d html";"CODE"
"from ticket 173";"CODE"
"http www example com a b c d e f jpg";"CODE"
"t http www example com b c d e f jpg";"CODE"
"tests from http tools ietf org html rfc3986 section 5 4";"CODE"
"string urlroot http a com";"CODE"
"5 4 1 normal examples";"-"
"5 4 2 abnormal examples";"-"
"http www example com index html";"CODE"
"t http www example com";"CODE"
"http www example com index html a";"CODE"
"t http www example com index html a";"CODE"
"http www example com a default asp";"CODE"
"t http www example com a";"CODE"
"http www example com a index php a b c d";"CODE"
"t http www example com a a b c d";"CODE"
"http www example com a z php a b c d index htm";"CODE"
"t http www example com a z php a b c d index htm";"CODE"
"http www example com index html";"CODE"
"t http www example com index html";"CODE"
"http www example com bar html section1";"IRRE"
"t http www example com bar html";"IRRE"
"http www example com bar html";"IRRE"
"t http www example com bar html";"IRRE"
"http 208 80 154 224 wiki main page";"CODE"
"system out println result n s replaceipwithdomainname tostring";"CODE"
"http wikipedia org wiki main page";"CODE"
"t http wikipedia org wiki main page";"CODE"
"http 200 200 200 200 nohost html";"CODE"
"t http 200 200 200 200 nohost html";"CODE"
"https www example com secure html";"CODE"
"t http www example com secure html";"CODE"
"https www example com secure html";"CODE"
"t http www example com secure html";"CODE"
"http www example com nonsecure html";"CODE"
"t http www example com nonsecure html";"CODE"
"https www example com secure html";"CODE"
"t https www example com secure html";"CODE"
"http www example com secure html";"CODE"
"t https www example com secure html";"CODE"
"http www example com nonsecure html";"CODE"
"t https www example com nonsecure html";"CODE"
"http www example com a b c d e html";"CODE"
"t http www example com a b c d e html";"CODE"
"http www example com a b c html path d e f";"CODE"
"t http www example com a b c html path d e f";"CODE"
"this one is for http collector github issue 163";"CODE"
"http www example com";"CODE"
"t http www example com";"CODE"
"http www example com foo html";"IRRE"
"t http example com foo html";"IRRE"
"http wwwexample com foo html";"IRRE"
"t http wwwexample com foo html";"IRRE"
"http example com foo html";"IRRE"
"t http www example com foo html";"IRRE"
"http wwwexample com foo html";"IRRE"
"t http www wwwexample com foo html";"IRRE"
"http www example com foo html";"IRRE"
"t http www example com foo html";"IRRE"
"test with fragment";"IRRE"
"http example com z 1 a 1 frag";"CODE"
"t http example com a 1 z 1 frag";"CODE"
"test duplicate params";"IRRE"
"http example com z 1 a 1 a 1";"CODE"
"t http example com a 1 a 1 z 1";"CODE"
"http www example com display lang en article fred";"CODE"
"t http www example com display article fred lang en";"CODE"
"http www example com z bb y cc z aa";"CODE"
"t http www example com y cc z aa z bb";"CODE"
"sorting should not change encoding";"-"
"http www example com spa ce z b 2fb y c c z a a";"CODE"
"t http www example com spa ce y c c z a a z b 2fb";"CODE"
"http www example com z y c c y c c a d";"CODE"
"t http www example com a d y c c y c c z";"CODE"
"http www example com display a b a c d e f g h i";"CODE"
"t http www example com display a b c d f g";"CODE"
"http www example com remove";"CODE"
"t http www example com remove";"CODE"
"http www example com keep a b";"CODE"
"t http www example com keep a b";"CODE"
"http www example com keep a b";"CODE"
"t http www example com keep a b";"CODE"
"php";"-"
"http 1 eg com app a b phpsessid f9f2770d591366bc aa bbb c d";"CODE"
"t http 1 eg com app a b aa bbb c d";"CODE"
"http 2 eg com app phpsessid f9f2770d591366bc aaa bbb c d";"CODE"
"t http 2 eg com app aaa bbb c d";"CODE"
"http 3 eg com app a b phpsessid f9f2770d591366bc";"CODE"
"t http 3 eg com app a b";"CODE"
"http 4 eg com app a b c d nophpsessid f9f2770d591366bc a b";"CODE"
"t http 4 eg com app a b c d nophpsessid f9f2770d591366bc a b";"CODE"
"http 5 eg com app phpsessid f9f2770d591366bc";"CODE"
"t http 5 eg com app";"CODE"
"java ee";"-"
"http 6 eg com app jsessionid 1e6fec03d29ed a b c d";"CODE"
"t http 6 eg com app a b c d";"CODE"
"http 7 eg com app jsessionid 1e6fec03d29ed";"CODE"
"t http 7 eg com app";"CODE"
"https github com norconex collector http issues 311";"CODE"
"http myurl com jsessionid";"CODE"
"t http myurl com p v";"CODE"
"asp";"-"
"http 8 eg com app y z aspsessionidscqcttct cmhfecgkc a b c d";"CODE"
"t http 8 eg com app y z a b c d";"CODE"
"http 9 eg com app aspsessionidscqcttct cmhfecgkc a b c d";"CODE"
"t http 9 eg com app a b c d";"CODE"
"http 10 eg com app a b aspsessionidscqcttct cmhfecgkc";"CODE"
"t http 10 eg com app a b";"CODE"
"http 11 eg com app a b noaspsessionidscqcttct cmhfecgkc c d";"CODE"
"t http 11 eg com app a b noaspsessionidscqcttct cmhfecgkc c d";"CODE"
"http 12 eg com app aspsessionidscqcttct cmhfecgkc";"CODE"
"t http 12 eg com app";"CODE"
"myservlet jsessionid 1e6fec0d14d044541dd84d2d013d29ed option xx b b";"CODE"
"phpsessid f9f2770d591366bc";"-"
"test for supporting file scheme from here";"CODE"
"https github com norconex commons lang issues 11";"CODE"
"encode non uri characters";"CODE"
"file etc some dir my file txt";"CODE"
"t file etc some 20dir my 20file txt";"CODE"
"file dir another dir path";"-"
"t file dir another dir path";"-"
"file localhost c windows txt";"CODE"
"t file localhost c windows c3 a9 c3 a0 txt";"CODE"
"file c windows file txt";"CODE"
"t file c windows file txt";"CODE"
"defaultvalue http localhost 8081";"CODE"
"description down stream api host http localhost is the default when used with http sidecar and kafka sidecar";"CODE"
"this is a json string and we need to parse it";"CODE"
"this is a comma separated string";"CODE"
"normalized the key and value for comparison";"IRRE"
"logger error exception e";"CODE"
"load keystore here based on server config and secret config";"CODE"
"remove this as it is a rest specific the specification is loaded in the specific handler";"CODE"
"infomap put specification config getinstance getjsonmapconfignocache openapi";"CODE"
"inject in memory constructed info json to homedir as classpath";"CODE"
"add home directory to the classpath of the system class loader";"CODE"
"remove the test json from home directory";"IRRE"
"this is very important as it impacts subsequent test case if it is not cleared";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client buffer pool optionmap empty get";"CODE"
"import com networknt config schema configschema required import";"CODE"
"import com networknt config schema outputformat required import";"CODE"
"import com networknt config schema booleanfield required import";"CODE"
"import com networknt config schema integerfield required import";"CODE"
"import com networknt config schema stringfield required import";"CODE"
"import com networknt config schema arrayfield required import";"CODE"
"private static final string url rewrite rules urlrewriterules constant for rewrite rules";"CODE"
"path host mappings string";"CODE"
"items string class items are strings that will be split later";"CODE"
"list string pathhostmappings keep as list string";"CODE"
"url rewrite rules urlrewriterule";"TASK"
"test your rules at https www freeformatter com java regex tester html n";"CODE"
"items string class items are strings that will be converted to urlrewriterule later";"CODE"
"list urlrewriterule urlrewriterules keep as list urlrewriterule";"TASK"
"constructor and loading logic";"CODE"
"etconfigdata load annotated fields first";"CODE"
"eturlrewriterules load and convert rewrite rules";"CODE"
"etconfiglist load and convert pathhostmappings";"CODE"
"private setters for annotated fields";"CODE"
"load simple annotated fields using standard config loader mapper logic";"CODE"
"if object null proxyhost string object string field no load call needed if directly read";"CODE"
"if object null metricsname string object string field no load call needed";"CODE"
"custom setters for complex list fields";"IRRE"
"renamed setconfiglist to setpathhostmappingslist for clarity";"IRRE"
"the original logic handles string single json array and list string inputs";"CODE"
"multiple path to host mappings json list of strings";"CODE"
"single path to host mapping space separated string";"CODE"
"pathhostmappings collections emptylist default to empty list if not configured";"CODE"
"the original logic handles string single json array and list string inputs";"CODE"
"multiple rules json list of strings";"CODE"
"single rule space separated string";"CODE"
"urlrewriterules collections emptylist default to empty list if not configured";"CODE"
"combine list loading into a single method called by constructors";"CODE"
"getters and setters original methods";"IRRE"
"handle the url rewrite here it has to be the right path that applied for external service to do the url rewrite";"CODE"
"if no matched rule in the list use the original requestpath";"CODE"
"there is no url rewrite rules so use the original requestpath";"CODE"
"copy the headers";"CODE"
"for some headers they cannot be modified";"CODE"
"this a workaround to bypass the hostname verification in jdk11 and jdk21 http client";"CODE"
"props setproperty jdk httpclient allowrestrictedheaders connection this essentially overwrites the above jvm arg value host";"CODE"
"setting jdk internal httpclient disablehostnameverification true set it globally for the jvm";"CODE"
"however it is overwritten by the sslcontext defined in the httpclient builder";"CODE"
"disable the hostname verification based on the config we need to do it here as the loadbalancingproxyclient uses the undertow httpclient";"CODE"
"we want to duplicate the host to double if there is only one host in the configuration";"CODE"
"make sure request actually contained authentication header value";"CODE"
"we want to duplicate the host to double if there is only one host in the configuration";"CODE"
"import com networknt config schema configschema required import";"CODE"
"import com networknt config schema outputformat required import";"CODE"
"import com networknt config schema booleanfield required import";"CODE"
"import com networknt config schema integerfield required import";"CODE"
"import com networknt config schema stringfield required import";"CODE"
"required annotation for schema generation";"CODE"
"annotated fields";"-"
"defaultvalue true assuming true is the intended default if not explicitly set in yaml";"CODE"
"they will be load balanced if the host start with https then tls context will be created n";"CODE"
"defaultvalue http localhost 8080";"CODE"
"constructor and loading logic";"CODE"
"getters and setters original methods";"IRRE"
"cached connection to the backend api to speed up the downstream check";"CODE"
"if backend is not connected then error check the configuration to see if it is enabled";"CODE"
"for security reason we don t output the details about the error users can check the log for the failure";"CODE"
"if connection cannot be established return error the backend is not started yet";"CODE"
"something happens on the backend and the health check is not respond";"CODE"
"for java ee backend like spring boot the connection created and opened but might not ready so we need to close";"CODE"
"the connection if there are any exception here to work around the spring boot backend";"CODE"
"add host header for http 1 1 server when http is used";"CODE"
"multiple rules";"-"
"single rule";"-"
"path prefix auth mapping";"-"
"json format";"CODE"
"comma separated";"-"
"accesstoken map";"-"
"json format";"CODE"
"comma separated";"-"
"anonymous";"-"
"json format";"CODE"
"comma separated";"-"
"basicauth";"-"
