"clean_comment";"label"
"everything is finite fall back to o n space np isinf isnan or custom";"IRRE"
"cython implementation to prevent false positives and provide a detailed";"TASK"
"error message";"-"
"cython implementation doesn t support fp16 or complex numbers";"TASK"
"improve the error message on how to handle missing values in";"IRRE"
"scikit learn";"-"
"estimators that handle nan values";"IRRE"
"elif x dtype in np float32 np float64 is numpy array";"CODE"
"only convert x to a numpy array if there is no cheaper heuristic";"-"
"option";"-"
"do not consider an array like of strings or dicts to be a 2d array";"CODE"
"if x is a list of lists for instance we assume that all nested";"CODE"
"lists have the same length without checking or converting to";"-"
"a numpy array to keep this function call as cheap as possible";"CODE"
"check these early for pandas versions without extension dtypes";"META"
"bool and extension booleans need early conversion because array";"CODE"
"converts mixed dtype dataframes into object dtypes";"CODE"
"sparse arrays will be converted later in check array";"IRRE"
"sparse arrays will be converted later in check array";"IRRE"
"only handle extension arrays for integer and floats";"CODE"
"float ndarrays can normally support nans they need to be converted";"TASK"
"first to map pd na to np nan";"-"
"xxx warn when converting from a high integer to a float";"CODE"
"pandas extension arrays have a dtype with an na value";"IRRE"
"store reference to original array to check if copy is needed when";"IRRE"
"function returns";"CODE"
"store whether originally we wanted numeric dtype";"-"
"not a data type e g a column named dtype in a pandas dataframe";"-"
"check if the object contains several dtypes typically a pandas";"IRRE"
"dataframe and store them if not store none";"-"
"track if we have a series like object to raise a better error message";"CODE"
"throw warning if columns are sparse if all columns are sparse then";"IRRE"
"array sparse exists and sparsity will be preserved later";"IRRE"
"force object if any of the dtypes is an object";"CODE"
"array is a pandas series";"-"
"set to none to let array astype work out the best dtype";"CODE"
"if input is object convert to float";"CODE"
"no dtype conversion required";"META"
"dtype conversion required let s select the first element of the";"CODE"
"list of accepted types";"-"
"pandas dataframe requires conversion earlier to handle extension dtypes with";"META"
"nans";"-"
"use the original dtype for conversion if dtype is none";"IRRE"
"since we converted here we do not need to convert again later";"TASK"
"convert to dtype object to conform to array api to be use xp isdtype later";"CODE"
"when all dataframe columns are sparse convert to a sparse array";"IRRE"
"dataframe sparse only supports to coo";"IRRE"
"if np array gives complexwarning then we convert the warning";"META"
"to an error this is needed because specifying a non complex";"META"
"dtype to the function converts complex to real dtype";"META"
"thereby passing the test made in the lines following the scope";"IRRE"
"of warnings context manager";"-"
"conversion float int should not contain nan or";"CODE"
"inf numpy 14412 we cannot use casting safe because";"-"
"then conversion float int would be disallowed";"CODE"
"it is possible that the np array gave no warning this happens";"CODE"
"when no dtype conversion happened for example dtype none the";"META"
"result is that np array produces an array of complex dtype";"IRRE"
"and we need to catch and raise exception for such cases";"CODE"
"if input is scalar raise error";"CODE"
"if input is 1d raise error";"CODE"
"if input is a series like object eg pandas series or polars series";"CODE"
"only make a copy if array and array orig may share memory";"-"
"always make a copy for non numpy arrays";"CODE"
"by default array copy creates a c ordered copy we set order k to";"IRRE"
"preserve the order of the array";"-"
"this situation can only happen when copy false the array is read only and";"CODE"
"a writeable output is requested this is an ambiguous setting so we chose";"CODE"
"to always except for one specific setting see below make a copy to";"CODE"
"ensure that the output is writeable even if avoidable to not overwrite";"CODE"
"the user s data by surprise";"-"
"in pandas 3 np asarray df called earlier in check array";"IRRE"
"returns a read only intermediate array it can be made writeable";"CODE"
"safely without copy because if the original dataframe was backed";"-"
"by a read only array trying to change the flag would raise an";"CODE"
"error in which case we make a copy";"CODE"
"this is used during test collection in common tests the";"IRRE"
"hasattr estimator fit makes it so that we don t fail for an estimator";"CODE"
"that does not have a fit method during collection of checks the right";"CODE"
"checks will fail later";"-"
"only csr csc and coo have data attribute";"META"
"in meta estimators with multiple sub estimators";"-"
"only the attribute of the first sub estimator is checked";"META"
"assuming uniformity across all sub estimators";"CODE"
"avoid x min on sparse matrix since it also sorts the indices";"IRRE"
"check psd eigenvalues 1 2 nominal case";"IRRE"
"check psd eigenvalues 5 5j significant imag part";"IRRE"
"check psd eigenvalues 5 5e 5j insignificant imag part";"IRRE"
"check psd eigenvalues 5 1 all negative";"IRRE"
"check psd eigenvalues 5 1 significant negative";"IRRE"
"check psd eigenvalues 5 5e 5 insignificant negative";"IRRE"
"check psd eigenvalues 5 4e 12 bad conditioning too small";"IRRE"
"extract feature names for support array containers";"TASK"
"make sure we can inspect columns names from pandas even with";"CODE"
"versions too old to expose a working implementation of";"TASK"
"dataframe column names and avoid introducing any";"CODE"
"additional copy";"TASK"
"todo remove the pandas specific branch once the minimum supported";"TASK"
"version of pandas has a working implementation of";"TASK"
"dataframe column names that is guaranteed to not introduce any";"CODE"
"additional copy of the data without having to impose allow copy false";"TASK"
"that could fail with other libraries note in the longer term we";"TASK"
"could decide to instead rely on the dataframe namespace api once";"CODE"
"adopted by our minimally supported pandas version";"META"
"mixed type of string and non string is not supported";"CODE"
"only feature names of all strings are supported";"TASK"
"generates feature names if n features in is defined";"TASK"
"unexpected feature names sort deterministic error message";"TASK"
"ensure binary classification if pos label is not specified";"IRRE"
"classes dtype kind in o u s is required to avoid";"CODE"
"triggering a futurewarning by calling np array equal a b";"TASK"
"when elements in the two arrays are not comparable";"CODE"
"compute classes only if pos label is not specified";"IRRE"
"delete the attribute when the estimator is fitted on a new dataset";"CODE"
"that has no feature names";"TASK"
"no feature names seen in fit and in x";"TASK"
"validate the feature names against the feature names in attribute";"TASK"
"if the number of features is not defined and reset true";"IRRE"
"then we skip this check";"CODE"
"skip this check if the expected number of expected input features";"CODE"
"was not recorded by calling fit first this is typically the case";"IRRE"
"for stateless transformers";"CODE"
"we need this because some estimators validate x and y";"CODE"
"separately and in general separately calling check array";"IRRE"
"on x and y isn t equivalent to just calling check x y";"IRRE"
"may need extra deps";"-"
"not a test but looks like a test";"IRRE"
"contains scripts to be run by tests test crawler py asynccrawlerprocesssubprocess";"IRRE"
"contains scripts to be run by tests test crawler py asynccrawlerrunnersubprocess";"CODE"
"contains scripts to be run by tests test crawler py crawlerprocesssubprocess";"IRRE"
"contains scripts to be run by tests test crawler py crawlerrunnersubprocess";"CODE"
"if file path and file path 0";"-"
"import uvloop noqa plc0415";"CODE"
"import botocore noqa plc0415";"CODE"
"import boto3 noqa plc0415";"CODE"
"import mitmproxy noqa f401 plc0415";"CODE"
"needed on windows to switch from proactor to selector for twisted reactor compatibility";"CODE"
"if we decide to run tests with both we will need to add a new option and check it here";"TASK"
"generate localhost certificate files needed by some tests";"IRRE"
"pylint disable import error";"CODE"
"if node tagname index and node entries type ignore index attr defined";"CODE"
"index entries for setting directives look like";"IRRE"
"pair setting name setting std setting setting name";"IRRE"
"entry type info node entries 0 3 type ignore index";"CODE"
"pylint disable import error";"CODE"
"autodocs was generating a text alias of for the following members";"CODE"
"configuration file for the sphinx documentation builder";"CODE"
"for the full list of built in configuration values see the documentation";"IRRE"
"https www sphinx doc org en master usage configuration html";"CODE"
"if your extensions are in another directory add it here if the directory";"TASK"
"is relative to the documentation root use path absolute to make it absolute";"CODE"
"project information";"CODE"
"https www sphinx doc org en master usage configuration html project information";"CODE"
"general configuration";"-"
"https www sphinx doc org en master usage configuration html general configuration";"CODE"
"scrapyfixautodoc must be after sphinx ext autodoc";"TASK"
"the version info for the project you re documenting acts as replacement for";"CODE"
"version and release also used in various other places throughout the";"META"
"built documents";"CODE"
"the short x y version";"META"
"options for html output";"IRRE"
"https www sphinx doc org en master usage configuration html options for html output";"CODE"
"set canonical url from the read the docs domain";"CODE"
"options for latex output";"IRRE"
"https www sphinx doc org en master usage configuration html options for latex output";"CODE"
"grouping the document tree into latex files list of tuples";"CODE"
"source start file target name title author document class howto manual";"CODE"
"options for the linkcheck builder";"CODE"
"https www sphinx doc org en master usage configuration html options for the linkcheck builder";"CODE"
"options for the coverage extension";"CODE"
"https www sphinx doc org en master usage extensions coverage html configuration";"CODE"
"contract s add pre hook and add post hook are not documented because";"TASK"
"they should be transparent to contract developers for whom pre hook and";"CODE"
"post hook should be the actual concern";"-"
"contractsmanager is an internal class developers are not expected to";"CODE"
"interact with it directly in any way";"CODE"
"for default contracts we only want to document their general purpose in";"CODE"
"their init method the methods they reimplement to achieve that purpose";"TASK"
"should be irrelevant to developers using those contracts";"-"
"methods of downloader middlewares are not documented only the classes";"CODE"
"themselves since downloader middlewares are controlled through scrapy";"CODE"
"settings";"IRRE"
"base classes of downloader middlewares are implementation details that";"CODE"
"are not meant for users";"CODE"
"the interface methods of duplicate request filtering classes are already";"CODE"
"covered in the interface documentation part of the dupefilter class";"CODE"
"setting documentation";"IRRE"
"private exception used by the command line interface implementation";"CODE"
"methods of baseitemexporter subclasses are only documented in";"CODE"
"baseitemexporter";"-"
"extension behavior is only modified through settings methods of";"IRRE"
"extension classes as well as helper functions are implementation";"TASK"
"details that are not documented";"CODE"
"r scrapy extensions a z w a z w methods";"-"
"r scrapy extensions a z w a z helper functions";"CODE"
"never documented before and deprecated now";"CODE"
"implementation detail of lxmllinkextractor";"TASK"
"options for the intersphinx extension";"CODE"
"https www sphinx doc org en master usage extensions intersphinx html configuration";"CODE"
"other options";"-"
"2 0 1";"-"
"usr bin python";"CODE"
"used for remembering the file and its contents";"CODE"
"so we don t have to open the same file again";"CODE"
"a regex that matches standard linkcheck output lines";"IRRE"
"read lines from the linkcheck output file";"CODE"
"for every line fix the respective file";"CODE"
"broken links can t be fixed and";"-"
"i am not sure what do with the local ones";"META"
"if this is a new file";"CODE"
"update the previous file";"CODE"
"read the new file to memory";"CODE"
"we don t understand what the current line means";"CODE"
"usr bin env python";"CODE"
"from twisted internet import reactor noqa tid253";"CODE"
"reset stats on high iter request times caused by client restarts";"CODE"
"if delta 3 seconds";"-"
"max concurrency is limited by global concurrent requests setting";"IRRE"
"requests per second goal";"CODE"
"qps none same as 1 download delay";"CODE"
"time in seconds to delay server responses";"CODE"
"number of slots to create";"IRRE"
"declare top level shortcuts";"-"
"scrapy and twisted versions";"META"
"ignore noisy twisted deprecation warnings";"-"
"support something like o json where json is a value for";"IRRE"
"o not another parameter";"IRRE"
"todo add name attribute to commands and merge this function with";"CODE"
"scrapy utils spider iter spider classes";"IRRE"
"set editor from environment if available";"IRRE"
"twisted prints errors in debuginfo del but pypy does not run gc collect on exit";"CODE"
"http doc pypy org en latest cpython differences html";"CODE"
"highlight gc collect differences related to garbage collection strategies";"-"
"crawler process crawlerprocessbase none none set in scrapy cmdline";"IRRE"
"default settings to be used for this command instead of global defaults";"CODE"
"elf settings settings none none set in scrapy cmdline";"IRRE"
"scrapy commands list shadows builtins list";"CODE"
"elf proc subprocess popen noqa s603";"CODE"
"load contracts";"CODE"
"contract requests";"CODE"
"pidercls start start type ignore assignment method assign return value";"IRRE"
"start checks";"-"
"elf exitcode os system f editor sfile noqa s605";"CODE"
"from argparse import namespace noqa tc003";"CODE"
"by default let the framework handle redirects";"CODE"
"i e command handles all codes expect 3xx";"CODE"
"pidercls start start type ignore method assign attr defined";"IRRE"
"elf exitcode os system f scrapy edit name noqa s605";"CODE"
"print scraped items 60";"CODE"
"print requests 65";"CODE"
"for rule in spider rules type ignore attr defined";"CODE"
"elf spidercls start start type ignore assignment method assign";"IRRE"
"memorize first request";"CODE"
"parse items and requests";"IRRE"
"update request meta if any extra meta was passed through the meta m opts";"CODE"
"update cb kwargs if any extra values were was passed through the cbkwargs option";"IRRE"
"parse arguments";"IRRE"
"prepare spidercls";"-"
"def update vars self vars dict str any none noqa a002";"CODE"
"first argument may be a local file";"-"
"the crawler is created this way since the shell manually handles the";"CODE"
"crawling engine so the set up in the crawl method won t work";"IRRE"
"the shell class needs a persistent engine in the crawler";"CODE"
"pider method self name type ignore attr defined";"CODE"
"def str self str pylint disable no self argument";"CODE"
"contracts";"-"
"typing self requires python 3 11";"CODE"
"return cls type ignore misc";"IRRE"
"setting verify true will require you to provide cas";"IRRE"
"to verify against in other words it s not that simple";"-"
"kept for old style http 1 0 downloader context twisted calls";"CODE"
"e g connectssl";"-"
"ctx set options 0x4 op legacy server connect";"IRRE"
"trustroot set to platformtrust will use the platform s root cas";"IRRE"
"this means that a website like https www cacert org will be rejected";"CODE"
"by default since cacert org ca certificate is seldom shipped";"CODE"
"try method aware context factory";"CODE"
"use context factory defaults";"CODE"
"typing self requires python 3 11";"CODE"
"hints for headers related types may need to be fixed to not use anystr";"CODE"
"return respcls url request url status 200 body body headers headers type ignore arg type";"CODE"
"closecachedconnections will hang on network or server issues so";"CODE"
"we ll manually timeout the deferred";"CODE"
"twisted issue addressing this problem can be found here";"TASK"
"https twistedmatrix com trac ticket 7738";"CODE"
"closecachedconnections doesn t handle external errbacks so we ll";"CODE"
"issue a callback after disconnect timeout seconds";"IRRE"
"protocol datareceived self processproxyresponse type ignore method assign";"IRRE"
"make sure that enough all bytes are consumed";"-"
"and that we ve got all http headers ending with a blank line";"CODE"
"from the proxy so that we don t send those bytes to the tls layer";"CODE"
"see https github com scrapy scrapy issues 2491";"CODE"
"elf protocol datareceived self protocoldatareceived type ignore method assign";"IRRE"
"set proper server name indication extension";"IRRE"
"loptions self contextfactory creatorfornetloc type ignore call arg misc";"CODE"
"typing self requires python 3 11";"CODE"
"todo";"TASK"
"typing self requires python 3 11";"CODE"
"if no credentials could be found anywhere";"-"
"consider this an anonymous connection request by default";"CODE"
"unless anon was set explicitly true false";"IRRE"
"import botocore auth noqa plc0415";"CODE"
"import botocore credentials noqa plc0415";"CODE"
"botocore auth basesigner doesn t have an init with args only subclasses do";"IRRE"
"elf signer signercls type ignore call arg";"IRRE"
"import botocore awsrequest noqa plc0415";"CODE"
"return yield download func request self spider type ignore call arg";"CODE"
"either returns a request or response which we pass to process response";"CODE"
"or reraises the exception";"CODE"
"method tls ssl sslv23 method protocol negotiation recommended";"CODE"
"method tlsv10 ssl tlsv1 method tls 1 0 only";"-"
"method tlsv11 ssl tlsv1 1 method tls 1 1 only";"-"
"method tlsv12 ssl tlsv1 2 method tls 1 2 only";"-"
"require an opened spider when not run in scrapy shell";"CODE"
"not wrapping in a deferred here to avoid https github com twisted twisted issues 12470";"CODE"
"can happen when this is cancelled e g in test close during start iteration";"CODE"
"await self stop async will also close spider and downloader";"CODE"
"will also close downloader";"CODE"
"return spider already closed";"CODE"
"starts the processing of scheduled requests as well as a periodic";"CODE"
"call to that processing method for scenarios where the scheduler";"IRRE"
"reports having pending requests but returns none";"CODE"
"assert self slot is not none typing";"CODE"
"give room for the outcome of self process start next to be";"CODE"
"processed before continuing with the next iteration";"CODE"
"self stop has cancelled us nothing to do";"CODE"
"an error happened log it and stop the engine";"-"
"assert self scraper slot is not none typing";"CODE"
"assert self slot is not none typing";"CODE"
"assert self spider is not none typing";"CODE"
"downloader middleware can return requests for example redirects";"CODE"
"if not self scraper slot is idle type ignore union attr";"CODE"
"if self downloader active downloader has pending requests";"CODE"
"if self start is not none not all start requests are handled";"CODE"
"assert self slot is not none typing";"CODE"
"assert self spider is not none typing";"CODE"
"assert isinstance ex closespider typing";"CODE"
"logger error msg exc info true extra spider spider noqa log014";"CODE"
"store a dictionary which is used to get the respective";"OUTD"
"h2clientprotocolinstance using the key as tuple scheme hostname port";"CODE"
"save all requests that arrive before the connection is established";"CODE"
"received a request while connecting to remote";"CODE"
"create a deferred which will fire with the h2clientprotocol";"CODE"
"instance";"-"
"check if we already have a connection to the remote";"CODE"
"return this connection instance wrapped inside a deferred";"CODE"
"no connection is established for the given uri";"CODE"
"now as we have established a proper http 2 connection";"CODE"
"we fire all the deferred s with the connection instance";"CODE"
"call the errback of all the pending requests for this connection";"CODE"
"assert conn transport is not none typing";"CODE"
"id of the next request stream";"CODE"
"following the convention streams initiated by a client must";"IRRE"
"use odd numbered stream identifiers rfc 7540 section 5 1 1";"-"
"streams are stored in a dictionary keyed off their stream ids";"CODE"
"if requests are received before connection is made we keep";"CODE"
"all requests in a pool and send them as the connection is made";"CODE"
"save an instance of errors raised which lead to losing the connection";"CODE"
"we pass these instances to the streams responsefailed failure";"CODE"
"some meta data of this connection";"CODE"
"initialized when connection is successfully made";"IRRE"
"peer certificate instance";"-"
"address of the server we are connected to which";"TASK"
"is updated when http 2 connection is made successfully";"CODE"
"uri of the peer http 2 connection is made";"CODE"
"both ip address and uri are used by the stream before";"TASK"
"initiating the request to verify that the base address";"TASK"
"variables taken from project settings";"IRRE"
"counter to keep track of opened streams this counter";"CODE"
"is used to make sure that not more than max concurrent streams";"OUTD"
"streams are opened which leads to protocolerror";"CODE"
"we use simple fifo policy to handle pending requests";"CODE"
"flag to keep track if settings were acknowledged by the remote";"IRRE"
"this ensures that we have established a http 2 connection";"CODE"
"assert self transport is not none typing";"CODE"
"assert self transport is not none typing";"CODE"
"reset the idle timeout as connection is still actively sending data";"CODE"
"add the stream to the request pool";"TASK"
"if we receive a request when connection is idle";"CODE"
"we need to initiate pending requests";"TASK"
"initialize the timeout";"IRRE"
"assert self transport is not none typing";"CODE"
"initiate h2 connection";"IRRE"
"assert self transport is not none typing";"CODE"
"assert self transport is not none typing";"CODE"
"we have not initiated the connection yet no need to send a goaway frame to the remote peer";"TASK"
"reset the idle timeout as connection is still actively receiving data";"CODE"
"hyper h2 does not drop the connection in this scenario we";"CODE"
"need to abort the connection manually";"TASK"
"assert self transport is not none typing";"CODE"
"save this error as ultimately the connection will be dropped";"CODE"
"internally by hyper h2 saved error will be passed to all the streams";"CODE"
"closed with the connection";"CODE"
"check whether there are open streams if there are we re going to";"CODE"
"want to use the error code protocol error if there aren t use";"IRRE"
"no error";"-"
"cancel the timeout if not done yet";"TASK"
"notify the connection pool instance such that no new requests are";"CODE"
"sent over current connection";"CODE"
"event handler functions starts here";"CODE"
"pass we ignore server initiated events";"IRRE"
"pass we ignore server initiated events";"IRRE"
"send off all the pending requests as now we have";"CODE"
"established a proper http 2 connection";"CODE"
"update certificate when our http 2 connection is established";"CODE"
"assert self transport is not none typing";"CODE"
"pass we ignore server initiated events";"IRRE"
"pass we ignore server initiated events";"IRRE"
"send leftover data for all the streams";"CODE"
"received a streamended event from the remote";"CODE"
"received a streamreset event ended abruptly";"IRRE"
"transport connection was lost";"CODE"
"expected response body size is more than allowed limit";"CODE"
"response deferred is cancelled by the client";"CODE"
"happens when client called response deferred cancel";"CODE"
"connection lost and the stream was not initiated";"IRRE"
"the hostname of the request is not same as of connected peer hostname";"CODE"
"as a result sending this request will the end the connection";"CODE"
"metadata of an http 2 connection stream";"CODE"
"initialized when stream is instantiated";"IRRE"
"flag to keep track whether the stream has initiated the request";"IRRE"
"flag to track whether we have logged about exceeding download warnsize";"CODE"
"each time we send a data frame we will decrease value by the amount send";"CODE"
"flag to keep track whether client self have closed this stream";"CODE"
"flag to keep track whether the server has closed the stream";"CODE"
"private variable used to build the response";"CODE"
"this response is then converted to appropriate response class";"CODE"
"passed to the response deferred callback";"CODE"
"data received frame by frame from the server is appended";"CODE"
"and passed to the response deferred when completely received";"CODE"
"the amount of data received that counts against the";"-"
"flow control window";"CODE"
"headers received after sending the request";"CODE"
"close this stream as gracefully as possible";"CODE"
"if the associated request is initiated we reset this stream";"IRRE"
"else we directly call close method";"IRRE"
"make sure that we are sending the request to the correct url";"CODE"
"this pseudo header field must not be empty for http or https";"CODE"
"uris http or https uris that do not contain a path component";"CODE"
"must include a value of the exception to this rule is an";"CODE"
"options request for an http or https uri that does not include";"CODE"
"a path component these must include a path pseudo header field";"CODE"
"with a value of refer rfc 7540 section 8 1 2 3";"IRRE"
"make sure pseudo headers comes before all the other headers";"CODE"
"the scheme and path pseudo header fields must";"CODE"
"be omitted for connect method refer rfc 7540 section 8 3";"CODE"
"close this stream calling the response errback";"CODE"
"note that we have not sent any headers";"TASK"
"firstly check what the flow control window is for current stream";"CODE"
"next check what the maximum frame size is";"-"
"we will send no more than the window size or the remaining file size";"CODE"
"of data in this call whichever is smaller";"CODE"
"we now need to send a number of data frames";"TASK"
"end the stream if no more data needs to be send";"CODE"
"q what about the rest of the data";"-"
"ans remaining data frames will be sent when we get a windowupdate frame";"CODE"
"we check maxsize here in case the content length header was not received";"CODE"
"acknowledge the data received";"-"
"check if we exceed the allowed max data size which can be received";"IRRE"
"have default value of errors as an empty list as";"IRRE"
"some cases can add a list of exceptions";"CODE"
"we do not check for content length or transfer encoding in response headers";"CODE"
"and add partial flag as in http 1 1 as a request or response that includes";"CODE"
"a payload body can include a content length header field rfc 7540 section 8 1 2 6";"CODE"
"note order of handling the events is important here";"CODE"
"as we immediately cancel the request when maxsize is exceeded while";"CODE"
"receiving data frame s when we have received the headers not";"CODE"
"having content length";"-"
"stream was abruptly ended here";"CODE"
"client has cancelled the request remove all the data";"CODE"
"received and fire the response deferred with no flags set";"CODE"
"note the data is already flushed in stream reset stream called";"IRRE"
"immediately when the stream needs to be cancelled";"TASK"
"there maybe no status in headers we make";"CODE"
"http status code 499 client closed request";"CODE"
"working around https github com sphinx doc sphinx issues 10400";"CODE"
"from twisted internet defer import deferred noqa tc002";"CODE"
"from scrapy spiders import spider noqa tc001";"CODE"
"requires queuelib 1 6 2";"CODE"
"typing self requires python 3 11";"CODE"
"except valueerror as e non serializable request";"CODE"
"assert self slot is not none typing";"CODE"
"yield dfd fired in wait for processing";"CODE"
"assert self slot is not none typing";"CODE"
"assert self crawler engine is not none typing";"CODE"
"don t handle invalidoutput exception";"CODE"
"stop exception handling by handing control over to the";"CODE"
"process spider output chain if an iterable has been returned";"IRRE"
"process spider output returns a deferred only because of downgrading so this can be";"CODE"
"simplified when downgrading is removed";"CODE"
"the result is available immediately if process spider output didn t do downgrading";"IRRE"
"we forbid waiting here because otherwise we would need to return a deferred from";"CODE"
"process spider exception too which complicates the architecture";"CODE"
"this method cannot be made async def as process spider exception relies on the deferred result";"CODE"
"being available immediately which doesn t work when it s a wrapped coroutine";"CODE"
"it also needs inlinecallbacks only because of downgrading so it can be removed when downgrading is removed";"CODE"
"items in this iterable do not need to go through the process spider output";"CODE"
"chain they went through it already from the process spider exception method";"CODE"
"there are three cases for the middleware def foo async def foo def foo async def foo async";"CODE"
"1 def foo sync iterables are passed as is async ones are downgraded";"CODE"
"2 async def foo sync iterables are upgraded async ones are passed as is";"TASK"
"3 def foo async def foo async iterables are passed to the respective method";"IRRE"
"storing methods and method tuples in the same list is weird but we should be able to roll this back";"CODE"
"when we drop this compatibility feature";"TASK"
"this tuple handling is only needed until async compatibility methods are removed";"OUTD"
"iterable asynciterator";"-"
"f https docs scrapy org en latest topics coroutines html for middleware users";"CODE"
"asynciterator iterable";"-"
"might fail directly if the output value is not a generator";"IRRE"
"result close silence warning about not awaiting";"IRRE"
"return mutablechain result recovered type ignore arg type";"IRRE"
"spider defines both start requests and start";"CODE"
"this method is only needed until async compatibility methods are removed";"OUTD"
"f https docs scrapy org en latest topics coroutines html for middleware users";"CODE"
"scrapy root handler already installed update it with new settings";"CODE"
"this needs to be done after the spider settings are merged";"TASK"
"but before something imports twisted internet reactor";"CODE"
"from twisted internet import reactor noqa f401";"CODE"
"cannot use deferred f from coro f because that relies on the reactor";"CODE"
"being installed already which is done within apply settings inside";"CODE"
"this method";"CODE"
"at this point the asyncio loop has been installed either by the user";"CODE"
"or by asynccrawlerprocess but it isn t running yet so no asyncio create task";"TASK"
"we pass self which is crawlerprocess instead of crawler here";"CODE"
"which works because the default resolvers only use crawler settings";"IRRE"
"resolver build from crawler resolver class self reactor reactor type ignore arg type";"CODE"
"raised if already stopped or in shutdown stage";"CODE"
"don t start the reactor if the deferreds are already fired";"CODE"
"reactor run installsignalhandlers install signal handlers blocking call";"IRRE"
"we want the asyncio event loop to be installed early so that it s";"IRRE"
"always the correct one and as we do that we can also install the";"CODE"
"reactor here";"-"
"the asyncio event loop setting cannot be overridden by add ons and";"IRRE"
"spiders when using asynccrawlerprocess";"-"
"the user could install a reactor before this class is instantiated";"CODE"
"we need to make sure the reactor is the correct one and the loop";"TASK"
"type matches the setting";"IRRE"
"reactor run installsignalhandlers install signal handlers blocking call";"IRRE"
"typing self requires python 3 11";"CODE"
"xxx google parses at least first 100k bytes scrapy s redirect";"IRRE"
"middleware parses first 4k 4k turns out to be insufficient";"IRRE"
"for this middleware and parsing 100k could be slow";"CODE"
"we use something in between 32k by default";"CODE"
"other http methods are either not safe or don t have a body";"CODE"
"if ajax crawlable in request meta prevent loops";"IRRE"
"ajax crawl request request replace url escape ajax request url";"CODE"
"stripping scripts and comments is slow about 20x slower than";"CODE"
"just checking if a string is in text this is a quick fail fast";"CODE"
"path that should work for most pages";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"elf domain spider http auth domain type ignore attr defined";"CODE"
"typing self requires python 3 11";"CODE"
"skip uncacheable requests";"CODE"
"request meta dont cache true flag as uncacheable";"CODE"
"look for cached response and check if expired";"CODE"
"return none first time request";"CODE"
"return cached response only if not expired";"CODE"
"keep a reference to cached response to avoid a second cache lookup on";"CODE"
"process response hook";"CODE"
"skip cached responses and uncacheable requests";"CODE"
"rfc2616 requires origin server to set date header";"CODE"
"https www w3 org protocols rfc2616 rfc2616 sec14 html sec14 18";"CODE"
"do not validate first hand responses";"CODE"
"typing self requires python 3 11";"CODE"
"except attributeerror pragma no cover";"META"
"import zstandard noqa f401";"CODE"
"force recalculating the encoding until we make sure the";"CODE"
"responsetypes guessing is reliable";"IRRE"
"shouldn t be reached";"-"
"return body pragma no cover";"IRRE"
"from urllib request import type ignore attr defined";"CODE"
"typing self requires python 3 11";"CODE"
"some values such as var run docker sock can t be parsed";"IRRE"
"by parse proxy and as such should be skipped";"IRRE"
"no proxy is only supported by http schemes";"CODE"
"typing self requires python 3 11";"CODE"
"hostname can be none for wrong urls like javascript links";"CODE"
"typing self requires python 3 11";"CODE"
"https fetch spec whatwg org ref for cors non wildcard request header name";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"check if parser dependencies are met this should throw an error otherwise";"CODE"
"typing self requires python 3 11";"CODE"
"resp status b r n b http 1 1 100 599";"CODE"
"response body b r n response header b r n response status";"CODE"
"typing self requires python 3 11";"CODE"
"internal";"CODE"
"items";"-"
"commands";"CODE"
"def start exporting self none noqa b027";"CODE"
"def finish exporting self none noqa b027";"CODE"
"there is a small difference between the behaviour or jsonitemexporter indent";"-"
"and scrapyjsonencoder indent scrapyjsonencoder indent none is needed to prevent";"CODE"
"the addition of newlines everywhere";"TASK"
"newline windows needs this https github com scrapy scrapy issues 3034";"CODE"
"except typeerror list in value may not contain strings";"CODE"
"elf stream detach avoid closing the wrapped file";"CODE"
"use declared field names or keys if the item is a dict";"-"
"def export item self item any dict str bytes any type ignore override";"CODE"
"typing self requires python 3 11";"CODE"
"for closespider timeout";"CODE"
"for closespider timeout no item";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"ignal signal signal sigusr2 self dump stacktrace type ignore attr defined";"CODE"
"ignal signal signal sigquit self dump stacktrace type ignore attr defined";"CODE"
"win32 platforms don t support sigusr signals";"CODE"
"dumps f thread name id n dump n";"CODE"
"win32 platforms don t support sigusr signals";"CODE"
"ignal signal signal sigusr2 self enter debugger type ignore attr defined";"CODE"
"typing self requires python 3 11";"CODE"
"return true accept all items by default";"CODE"
"import boto3 session noqa plc0415";"CODE"
"elf keyname str u path 1 remove first";"-"
"elf blob name str u path 1 remove first";"-"
"from google cloud storage import client noqa plc0415";"CODE"
"format str noqa a002";"CODE"
"filter itemfilter noqa a002";"-"
"feed params";"-"
"exporter params";"-"
"flags";"-"
"begin backward compatibility for feed uri and feed format settings";"CODE"
"handle pathlib path objects";"IRRE"
"end backward compatibility for feed uri and feed format settings";"CODE"
"feeds setting takes precedence over feed uri";"IRRE"
"handle pathlib path objects";"IRRE"
"await all deferreds";"CODE"
"send feed exporter closed signal";"CODE"
"normal case";"CODE"
"need to store the empty file";"TASK"
"in this case the file is not stored so no processing is required";"CODE"
